track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Estrellita,20,126773,0,0.608,0.23,0,-14.903,1,0.0538,0.937,0.905,0.121,0.296,100.217,4,guitar
Detention Girl,25,93933,0,0.254,0.967,9,-5.3,0,0.109,1.29e-05,0.892,0.0621,0.688,117.84,4,power-pop
Identidade,38,258506,0,0.634,0.625,5,-10.287,0,0.045,0.743,0.00191,0.213,0.834,97.79,4,samba
Yeh Honsla,42,287925,0,0.637,0.574,7,-8.14,1,0.0395,0.741,4.47e-06,0.0912,0.615,125.029,1,folk
Home,60,179000,0,0.617,0.352,10,-15.745,0,0.0348,0.622,0.834,0.186,0.184,120.024,4,chill
Atomic,19,204166,0,0.726,0.778,2,-3.683,1,0.0633,0.000259,0.86,0.359,0.139,89.997,4,club
Becoming Soil,20,76252,0,0.229,0.931,10,-12.358,0,0.0931,0.000462,0.734,0.607,0.589,141.764,3,grindcore
Alright,52,222493,0,0.685,0.611,8,-8.057,0,0.068,0.0181,6.64e-06,0.035,0.598,184.055,4,french
Marrakech 〜マラケッシュ〜(SEIKO STORY〜80's HITS COLLECTION〜),28,233800,0,0.671,0.92,1,-5.943,0,0.0329,0.406,1.93e-06,0.0761,0.925,134.349,4,j-idol
Gatillo Facil,27,177986,0,0.477,0.97,11,-5.967,0,0.109,2.31e-05,0.00184,0.096,0.487,131.518,4,heavy-metal
Context High - Original Mix,32,443333,0,0.676,0.93,1,-5.618,1,0.0552,3.9e-05,0.668,0.2,0.73,144.004,4,trance
Like A Shotgun,22,144003,0,0.695,0.964,1,-4.039,1,0.37,0.0183,0.0,0.129,0.209,160.02,4,hardstyle
days,47,150000,0,0.811,0.499,7,-9.37,1,0.0589,0.255,0.00478,0.189,0.373,144.028,4,edm
Hold My Girl,74,211763,0,0.614,0.527,10,-6.374,1,0.0302,0.597,0.0,0.11,0.354,121.941,4,songwriter
When The Book Of Life Is Read,14,84160,0,0.535,0.292,7,-11.86,1,0.114,0.933,0.0943,0.21,0.471,68.768,3,honky-tonk
In the Name of God,25,302173,1,0.397,0.959,9,-10.965,1,0.933,0.864,0.0,0.674,0.0658,74.969,3,comedy
Pensando en Llegar - En Vivo,24,211292,0,0.219,0.954,4,-3.667,0,0.0856,0.000867,8.98e-05,0.754,0.32,104.587,4,heavy-metal
Aphrika - ’17 Remastered,5,356341,0,0.824,0.552,11,-9.374,1,0.0724,0.00842,0.754,0.0972,0.306,123.003,4,detroit-techno
As Bad As It Is...,14,133320,0,0.177,0.995,1,-3.353,1,0.213,3.78e-06,0.0271,0.505,0.0388,99.116,4,grindcore
New Fires,54,251591,0,0.712,0.569,6,-10.819,0,0.0348,0.346,0.492,0.0794,0.241,116.016,4,minimal-techno
The Finger,17,315428,0,0.682,0.978,10,-1.483,0,0.213,0.0746,0.661,0.191,0.684,175.072,4,drum-and-bass
In God We Trust,41,241263,0,0.38,0.742,2,-5.677,1,0.0369,0.000812,0.0,0.856,0.262,160.748,4,world-music
Getsêmani,46,306580,0,0.533,0.496,8,-9.373,1,0.0474,0.721,4.64e-06,0.164,0.268,129.948,4,gospel
Fala Comigo Bebê - Ao Vivo,44,150933,0,0.523,0.916,11,-2.347,1,0.0419,0.518,0.0,0.989,0.861,167.943,4,forro
Laserbeam,57,221600,0,0.573,0.978,1,-1.009,1,0.0883,0.000685,0.0621,0.169,0.0816,149.978,4,dubstep
Watch Over You,48,259133,0,0.221,0.656,7,-5.421,1,0.0362,0.0837,0.000517,0.161,0.128,172.32,4,grunge
Meu Respirar - Ao Vivo,44,355160,0,0.299,0.416,0,-9.065,1,0.0318,0.662,0.0,0.707,0.131,119.512,4,gospel
Everyday - Netsky Remix,50,251669,0,0.363,0.934,2,-5.034,1,0.0485,0.000341,0.777,0.329,0.132,173.965,4,dubstep
Bombs Away (Throwback Cypher) [Sped up Version],52,64547,0,0.739,0.931,1,-6.941,1,0.04,0.00152,0.891,0.335,0.727,111.001,4,club
The Greatest - Live In Asia,41,304140,0,0.578,0.91,0,-6.849,1,0.0672,0.000661,0.0472,0.42,0.691,123.976,4,world-music
Not the Same Person,49,212000,0,0.738,0.598,4,-9.148,0,0.0289,0.907,0.9,0.138,0.375,137.37,4,garage
Nenjai Kasakki,52,308693,0,0.681,0.65,5,-9.66,1,0.435,0.0969,0.0,0.355,0.661,80.078,4,k-pop
Stolen,38,233360,0,0.445,0.638,8,-5.024,1,0.0273,0.00117,0.0528,0.105,0.15,174.045,4,punk-rock
Sussy Cadillac - En Vivo,22,395360,0,0.374,0.907,2,-6.699,1,0.0544,0.00759,0.215,0.95,0.472,142.55,4,heavy-metal
Re:Re:,59,228760,0,0.537,0.864,4,-5.049,1,0.0369,0.000318,0.123,0.108,0.727,153.035,4,j-rock
Chciałabym więcej,31,208285,0,0.746,0.96,10,-3.229,0,0.0631,0.0121,0.0,0.293,0.744,140.069,4,disco
Rise & Shine,14,246857,0,0.487,0.949,0,-2.886,1,0.481,0.0161,0.0144,0.203,0.174,139.806,4,breakbeat
Power of God,25,397681,0,0.615,0.736,7,-7.635,1,0.0604,0.0155,0.724,0.0978,0.0772,139.999,4,trance
Perfect (feat. Haris),59,176517,0,0.751,0.657,6,-4.642,1,0.0989,0.0955,0.0,0.0945,0.532,118.029,4,progressive-house
Oração Ao Tempo - Ao Vivo,40,186083,0,0.374,0.334,7,-10.399,1,0.105,0.78,0.0,0.675,0.333,75.696,4,samba
In And Out Of Love,49,181680,0,0.526,0.705,5,-6.777,0,0.0301,0.067,6.4e-05,0.125,0.413,134.947,4,trance
Buenos Aires,27,239840,0,0.674,0.754,0,-6.643,1,0.158,0.315,2.39e-05,0.431,0.538,119.753,4,show-tunes
Presente do Céu,44,253932,0,0.502,0.711,7,-7.278,1,0.0481,0.692,0.0,0.17,0.732,155.659,4,pagode
Convénceme,61,208567,0,0.59,0.552,0,-8.422,0,0.388,0.5,0.0,0.12,0.241,167.854,4,spanish
Güzel Değil,40,135797,0,0.537,0.47,7,-14.577,1,0.113,0.611,0.0285,0.109,0.719,173.958,4,turkish
A Promise to Distinction,23,128066,0,0.396,0.981,7,-4.153,1,0.0633,0.00329,3.52e-05,0.194,0.761,115.804,4,power-pop
El Gran Tomás (Norman),31,132680,0,0.716,0.195,9,-19.525,1,0.041,0.781,2.45e-05,0.149,0.943,132.025,4,rock-n-roll
Stay Gold,32,138893,0,0.477,0.981,2,-2.834,1,0.0573,0.000161,5.48e-06,0.372,0.623,106.724,4,j-rock
"Ich weine nicht mehr - aus ""Marie Antoinette""",20,230186,0,0.371,0.64,1,-3.652,1,0.0275,0.612,0.0,0.1,0.222,96.111,4,show-tunes
Fake Drop,26,142200,0,0.482,0.834,11,-4.962,0,0.234,0.00282,0.295,0.0712,0.139,200.014,4,happy
Fuego - Julian Jeweil Remix,45,392409,0,0.803,0.852,1,-7.911,0,0.0493,9.02e-05,0.901,0.0712,0.103,124.981,4,minimal-techno
1mm,20,257920,0,0.587,0.917,10,-3.428,0,0.0584,0.000808,0.34,0.673,0.811,110.015,4,j-idol
Over Soon,49,204831,0,0.453,0.888,8,-3.761,0,0.0528,0.0117,5.26e-06,0.0879,0.229,96.548,4,grunge
Beat My Drum,16,202124,0,0.619,0.994,7,0.233,1,0.46,0.114,2.27e-06,0.259,0.0734,179.942,4,idm
Fish Rock,47,259127,0,0.579,0.767,2,-6.916,1,0.0399,0.00475,0.0,0.394,0.475,149.975,4,malay
Arepa 3000,20,155173,0,0.661,0.877,5,-6.969,1,0.0326,0.0252,0.729,0.161,0.911,110.111,3,afrobeat
Kul,44,161382,0,0.802,0.874,3,-1.984,0,0.0542,0.217,0.761,0.116,0.495,94.983,4,turkish
Blood // Water - King Kavalier Remix,64,179374,0,0.586,0.813,8,-6.357,0,0.0804,0.0494,5.54e-06,0.0939,0.655,149.812,4,alt-rock
Tra Tra Que Tra,44,242653,0,0.688,0.462,0,-6.319,1,0.418,0.652,0.0,0.601,0.632,106.895,3,latino
Light Up,22,165899,1,0.57,0.797,11,-3.627,0,0.279,0.24,0.0,0.0874,0.492,66.617,5,j-dance
Dinosaur Stomp,56,106897,0,0.904,0.425,0,-6.051,1,0.066,0.342,0.0,0.0967,0.891,102.447,4,children
Moondancer,50,508800,0,0.826,0.481,5,-12.096,1,0.0656,0.0214,0.925,0.106,0.27,125.01,4,minimal-techno
Soul Decay,20,229600,1,0.682,0.639,11,-7.454,1,0.352,0.127,0.000359,0.176,0.654,93.453,4,trip-hop
Sitar Flex,33,134117,0,0.699,0.662,8,-6.464,1,0.0364,0.00954,0.814,0.107,0.224,101.997,4,electronic
Basscadet (Beaumonthannanttwomx),12,493493,0,0.523,0.964,11,-12.872,0,0.0566,0.487,0.475,0.142,0.107,133.895,4,idm
God = Dog,40,238905,0,0.384,0.984,6,-5.455,1,0.172,2.73e-05,0.0998,0.0418,0.0739,130.153,4,black-metal
Fifty Nifty United States,22,198546,0,0.435,0.351,5,-6.153,1,0.0422,0.54,0.0,0.0912,0.511,72.984,1,kids
無賴,50,243000,0,0.639,0.659,4,-5.356,1,0.0307,0.456,0.0,0.235,0.54,111.024,4,cantopop
Kaivalya Gaan,31,350000,0,0.393,0.772,10,-3.887,1,0.0408,0.265,0.0,0.331,0.385,119.718,4,classical
Pantera,79,181333,1,0.817,0.64,9,-4.397,0,0.1,0.254,0.0,0.197,0.398,90.011,4,latino
High Hopes,55,127021,0,0.677,0.537,7,-6.287,1,0.0336,0.631,0.000413,0.136,0.299,93.996,4,deep-house
Aadat Se Majboor,56,277760,0,0.836,0.629,9,-7.812,0,0.0788,0.359,3.01e-05,0.101,0.801,115.048,4,folk
songs about you,57,189397,0,0.557,0.532,7,-5.047,1,0.0394,0.703,0.0,0.103,0.735,83.131,4,songwriter
From Above,61,139271,0,0.148,0.0299,0,-27.491,1,0.043,0.771,0.994,0.112,0.0308,67.556,5,sleep
I'll Take You There - Dimitri From Paris Re-Edit,19,468504,0,0.668,0.718,5,-9.677,0,0.0308,0.0354,0.334,0.19,0.334,125.001,4,chicago-house
Buried Alive,24,281333,0,0.488,0.844,2,-10.276,1,0.0393,9.6e-05,1.5e-06,0.376,0.67,125.992,4,death-metal
Nosso Flow / Santo Forte - Ao Vivo,47,269333,0,0.478,0.772,0,-6.337,0,0.0609,0.265,0.0,0.667,0.668,126.072,4,pagode
Sapne,30,222743,0,0.413,0.101,0,-18.384,1,0.0459,0.819,0.00349,0.116,0.148,144.167,3,singer-songwriter
Sympathy,49,210760,0,0.69,0.423,2,-9.194,0,0.0294,0.883,0.0123,0.111,0.59,130.121,4,acoustic
Pure Brown Noise with a Dryer,35,61020,0,0.305,0.955,6,-11.868,1,0.0629,0.131,0.591,0.468,0.0394,97.565,4,sleep
My Love (feat. Jess Glynne),73,259934,0,0.814,0.622,8,-7.573,1,0.0492,0.000132,0.72,0.0658,0.726,119.976,4,groove
Clubhouse Birthday Party,47,144106,0,0.595,0.612,0,-5.913,1,0.05,0.295,0.0,0.257,0.942,99.941,4,disney
Bedste Ven Værste Fjende,7,157622,0,0.728,0.665,6,-6.232,1,0.263,0.675,0.0,0.0955,0.892,91.199,4,idm
We Are Sudamerican Rockers,40,215226,0,0.844,0.589,2,-9.859,1,0.212,0.184,0.0,0.103,0.962,141.462,4,hardcore
"Baby, I Love Your Way - Live",64,281066,0,0.518,0.786,7,-5.739,1,0.0357,0.448,2.5e-05,0.7,0.463,72.269,4,british
Whole - Rob Gasser Remix,49,187440,0,0.773,0.844,8,-4.353,1,0.187,0.0441,0.000525,0.284,0.852,104.993,4,dub
...Baby One More Time,22,190675,0,0.599,0.718,0,-7.085,1,0.121,0.275,2.19e-06,0.29,0.722,79.992,4,rockabilly
Toxic,69,184102,0,0.802,0.737,9,-4.306,1,0.0432,0.309,0.0,0.0815,0.577,116.955,4,hip-hop
Bam Bam (feat. Ed Sheeran),82,206070,0,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,4,dance
Luv(sic.) pt3 (feat. Shing02),60,336866,0,0.866,0.691,5,-4.371,0,0.0478,0.727,0.503,0.0737,0.87,94.997,4,chill
Appreciation,66,169000,0,0.206,0.0132,7,-30.649,1,0.0406,0.99,0.974,0.108,0.0872,74.014,3,sleep
Quero Ver Você Feliz,38,235827,0,0.561,0.456,7,-9.374,1,0.0281,0.416,0.0,0.0858,0.692,97.083,4,j-pop
Let Me Down - Tube & Berger Remix,23,375379,0,0.846,0.571,5,-8.398,0,0.106,0.0657,0.63,0.059,0.7,119.0,4,minimal-techno
Eu Me Apaixonei Pela Morena,47,172356,0,0.67,0.896,8,-5.628,0,0.0312,0.815,0.000181,0.124,0.843,148.767,4,forro
Jigsaw Girl,24,284493,0,0.39,0.939,0,-3.598,1,0.093,0.0178,2.05e-05,0.328,0.371,190.669,4,grunge
Not Myself Today,22,222813,0,0.564,0.469,0,-5.95,1,0.0301,0.738,0.0,0.18,0.483,85.261,3,show-tunes
Love on the Weekend,66,212320,0,0.718,0.583,7,-7.884,1,0.0288,0.623,0.000681,0.0612,0.422,119.971,4,songwriter
Genit,36,191346,0,0.677,0.915,2,-2.823,1,0.0296,0.0666,0.439,0.32,0.888,141.55,4,ska
Short Change Hero,60,322266,0,0.68,0.64,1,-6.691,0,0.0336,0.29,0.00593,0.124,0.738,105.981,4,garage
"Kar Har Maidaan Fateh (From ""Sanju"")",59,312157,0,0.557,0.821,1,-7.794,0,0.0573,0.0189,0.0,0.0863,0.184,170.022,4,hip-hop
Know,40,251687,0,0.478,0.712,0,-3.616,1,0.318,0.597,7.43e-05,0.134,0.372,172.252,4,dubstep
Aline,24,170840,0,0.274,0.659,0,-5.557,1,0.0334,0.406,1.95e-05,0.346,0.532,177.732,3,french
Du e för fin för mig,29,508213,0,0.193,0.779,5,-6.491,1,0.067,0.00369,0.191,0.0877,0.252,169.963,4,psych-rock
Doctor Doctor - 2007 Remaster,61,252453,0,0.361,0.799,2,-6.962,0,0.0392,0.000173,9.13e-05,0.496,0.576,143.077,4,psych-rock
The Girl of My Best Friend,50,142640,0,0.644,0.42,1,-14.931,0,0.0349,0.795,0.0146,0.4,0.89,132.892,4,rockabilly
Asesinos,32,61590,0,0.387,0.86,4,-3.777,0,0.199,0.00831,0.00748,0.144,0.396,108.395,4,power-pop
Let My Tape Rock,29,218322,0,0.516,0.869,6,-4.671,0,0.114,0.0736,4.5e-05,0.737,0.192,155.027,4,hardstyle
Call Me,69,212226,0,0.554,0.833,2,-6.667,0,0.0347,0.000646,0.0025,0.0737,0.773,142.673,4,power-pop
Deixa Brilhar a Luz - Ao Vivo,28,262373,0,0.298,0.714,0,-8.067,1,0.0298,0.0113,5.87e-06,0.795,0.196,110.464,4,groove
決戦スピリット,56,270306,0,0.579,0.952,5,-2.678,0,0.054,0.00459,0.0,0.113,0.352,94.026,4,j-pop
Hiindsiight,18,572853,0,0.178,0.799,1,-5.136,1,0.0521,0.000223,0.115,0.16,0.15,170.13,1,black-metal
Titli (Dubstep Version),38,220000,0,0.48,0.689,2,-5.921,0,0.0384,0.0528,0.0,0.134,0.203,168.035,4,folk
Nan Adicha,46,275320,0,0.775,0.873,10,-5.171,1,0.205,0.255,2.58e-05,0.201,0.515,82.514,4,k-pop
Turandot / Act 3: Nessun dorma!,42,402040,0,0.242,0.356,2,-13.189,1,0.046,0.971,0.0306,0.161,0.152,89.202,4,opera
R U :-) ?,18,325653,0,0.532,0.99,11,-6.952,1,0.0582,0.0352,0.167,0.8,0.356,140.02,4,happy
Ok?,21,136027,0,0.702,0.467,11,-12.557,1,0.91,0.972,0.0,0.61,0.508,79.179,4,comedy
Lava Tag,19,239600,0,0.669,0.918,4,-3.603,0,0.274,0.387,0.0,0.0834,0.738,173.905,4,kids
PROLOGUE (WORLD ANTHEM) - Remaster,26,155280,0,0.306,0.646,3,-7.72,1,0.033,0.000231,0.202,0.116,0.407,75.062,3,heavy-metal
Rotina,39,227506,0,0.572,0.793,5,-3.998,1,0.0316,0.391,5.03e-06,0.302,0.756,159.849,4,forro
Miserere,25,253514,0,0.233,0.473,2,-7.531,1,0.0351,0.671,7.27e-06,0.0972,0.154,147.773,3,opera
Jukebox Lean,35,156200,0,0.361,0.972,2,-4.892,1,0.127,0.0011,0.000626,0.132,0.403,111.82,4,rock-n-roll
First Time (feat. Dylan Matthew) - Acoustic,46,251932,0,0.558,0.337,10,-8.414,1,0.0311,0.92,2.34e-06,0.159,0.397,143.784,4,dub
Rosas de Otoño,17,165637,0,0.495,0.422,7,-9.467,0,0.05,0.939,0.00332,0.215,0.752,100.594,3,tango
Butterfly,73,216733,0,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,4,funk
King (Luffy Rap),37,141278,1,0.83,0.91,4,-5.294,0,0.352,0.54,0.0,0.109,0.585,110.078,4,anime
Survive (with Luma),37,227441,0,0.442,0.572,10,-5.509,0,0.0362,0.293,3.69e-06,0.0978,0.108,85.963,4,dub
North,52,259375,0,0.367,0.139,7,-12.903,1,0.0465,0.866,0.0,0.111,0.323,85.695,4,ambient
Let Go,13,231693,0,0.601,0.849,4,-6.654,0,0.0338,0.00151,0.114,0.104,0.0781,126.99,4,breakbeat
We Will Meet Again,31,201199,0,0.401,0.78,1,-6.407,0,0.0556,0.365,0.00517,0.129,0.247,134.872,4,electronic
Bush,30,263225,0,0.553,0.883,9,-6.515,1,0.0523,0.0101,0.627,0.0704,0.0352,123.997,4,minimal-techno
Three's A Crowd,11,140200,0,0.515,0.334,5,-10.511,1,0.0267,0.288,2.65e-05,0.0788,0.581,106.44,4,honky-tonk
I Will Follow You,58,146133,0,0.671,0.442,0,-11.595,1,0.0332,0.758,1.63e-05,0.108,0.749,120.774,4,r-n-b
Blackwater - E-Dancer Vocal Dub Edit,7,240186,0,0.666,0.628,0,-9.373,1,0.0373,0.00337,0.89,0.0921,0.436,133.985,4,detroit-techno
"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",72,200991,0,0.718,0.382,7,-8.237,1,0.0466,0.585,0.0,0.128,0.499,87.029,4,pop
Numa Sala de Reboco,37,138672,0,0.593,0.498,7,-8.631,1,0.0463,0.651,0.0,0.352,0.936,151.974,4,forro
Mein Eichensarg,22,304613,0,0.224,0.918,4,-6.678,0,0.131,9.23e-05,0.0,0.0837,0.108,90.086,4,goth
Barrio patrón,23,56600,0,0.466,0.958,7,-6.483,1,0.185,0.0168,0.0,0.119,0.232,129.722,4,heavy-metal
Let It Go (feat. The Pharcyde) - Regrind 09,52,199568,0,0.791,0.735,4,-6.672,1,0.211,0.0854,0.68,0.262,0.652,92.013,4,trip-hop
Things Have Gone To Pieces,10,173466,0,0.444,0.199,1,-12.465,1,0.0285,0.856,0.0,0.222,0.377,91.811,4,honky-tonk
Looby Loo,42,149983,0,0.669,0.383,2,-11.7,1,0.0553,0.0426,0.0,0.0719,0.909,134.995,3,children
Nuvvunte Naa Jathagaa,61,352613,0,0.45,0.686,0,-4.111,1,0.0361,0.126,0.0,0.147,0.208,78.973,4,pop-film
Hennyweed Buckdance,10,430087,0,0.883,0.786,1,-14.501,1,0.0762,0.156,0.933,0.109,0.598,105.009,4,detroit-techno
Lay Down Sally,62,236093,0,0.69,0.5,4,-16.145,0,0.0909,0.598,0.0288,0.11,0.586,191.539,4,blues
Hay Secretos,40,208386,0,0.481,0.18,0,-11.993,1,0.0356,0.831,0.0,0.109,0.151,140.485,3,latino
It's Nice To Meet Ya,22,171000,0,0.871,0.505,1,-9.997,1,0.377,0.0326,1.16e-06,0.118,0.383,159.986,4,comedy
Bossa Rosa,29,180779,0,0.604,0.385,8,-13.758,1,0.0424,0.758,0.861,0.181,0.952,77.011,4,study
LA CANCIÓN,88,242573,0,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,4,reggaeton
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",77,225600,1,0.8,0.837,6,-2.807,0,0.0491,0.00406,0.00313,0.0904,0.702,100.015,4,electronic
Victimized,11,90958,1,0.249,0.989,6,-4.988,1,0.0971,0.000362,0.0135,0.323,0.0313,109.351,4,grindcore
Here I Go Again - 2018 Remaster,69,275395,0,0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,4,british
Open / Wake up Call and Two Other Jokes,25,247293,1,0.554,0.961,4,-5.437,1,0.824,0.752,0.0,0.961,0.217,122.122,4,comedy
Ring in the Season (Reprise),44,76125,0,0.34,0.0836,9,-12.937,1,0.0386,0.988,0.000298,0.101,0.203,171.64,4,show-tunes
Supersonic Rocket Ship,28,211578,0,0.612,0.42,7,-15.645,1,0.0443,0.855,0.0166,0.1,0.874,150.125,4,british
See The Light - Studio,48,247786,0,0.595,0.836,9,-6.622,1,0.0398,0.00689,4.39e-06,0.34,0.441,116.0,4,world-music
golden hour,81,209259,0,0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,3,indie-pop
Somos Uno,30,242600,0,0.568,0.967,10,-3.294,0,0.0538,0.000148,0.0585,0.126,0.553,129.971,4,heavy-metal
Calling My Phone,81,205458,1,0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,4,r-n-b
Free Bird,77,547106,0,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,4,blues
Remain in Me,37,293680,0,0.418,0.369,5,-10.05,1,0.0275,0.0498,0.439,0.169,0.473,179.612,4,electronic
Unto the Burning Circle,23,229093,0,0.57,0.665,1,-10.711,1,0.0272,0.368,0.376,0.157,0.674,120.538,4,new-age
Dodo l'enfant do,30,189240,0,0.44,0.139,2,-17.769,1,0.0337,0.968,6.73e-05,0.121,0.255,76.013,4,children
Amake Amar Moto Thakte Dao,47,319946,0,0.566,0.419,7,-7.661,1,0.0385,0.771,0.0,0.28,0.186,147.881,4,indie-pop
Corre Corre - Ao Vivo,41,196304,0,0.533,0.788,5,-9.431,0,0.0366,0.0121,0.21,0.785,0.742,131.947,4,r-n-b
No More Tears,46,167014,0,0.65,0.632,8,-8.374,1,0.037,0.388,0.00875,0.134,0.352,97.046,4,dub
Journey's End,12,162246,0,0.68,0.324,2,-14.473,1,0.0279,0.876,0.012,0.151,0.665,128.261,4,honky-tonk
Halfway There,52,182033,0,0.701,0.383,4,-10.002,1,0.059,0.674,0.0,0.112,0.317,117.982,4,singer-songwriter
Digital World VIP,16,314292,0,0.388,0.957,6,-2.397,1,0.0411,0.00478,0.87,0.0989,0.525,173.975,4,drum-and-bass
Give Me Your Heart Tonight,50,184640,0,0.66,0.705,7,-4.225,1,0.0269,0.276,4.23e-05,0.077,0.817,128.33,4,rock-n-roll
Hey Baby,28,201000,0,0.708,0.908,6,-3.579,0,0.184,0.0171,0.0,0.0814,0.85,90.026,4,progressive-house
COLD HEART,26,188360,0,0.511,0.545,9,-12.682,1,0.462,0.709,0.00208,0.211,0.614,175.434,4,dancehall
Taal Se Taal,55,378026,0,0.682,0.532,7,-14.121,1,0.0966,0.0155,0.00041,0.128,0.614,95.007,4,k-pop
Funky Music,5,332950,0,0.779,0.86,2,-4.609,1,0.137,0.123,0.0696,0.102,0.232,122.079,4,chicago-house
Rait Zara Si,68,291462,0,0.563,0.495,2,-10.272,1,0.0362,0.781,0.0,0.0837,0.244,125.998,4,pop
Dicen por Ahí,42,230666,1,0.7,0.701,4,-9.227,0,0.0394,0.0594,1.23e-06,0.147,0.8,89.962,4,reggaeton
"Разлука (из к/ф ""Гардемарины, вперед!"")",27,149053,0,0.287,0.346,4,-8.647,0,0.0342,0.804,2.69e-06,0.103,0.239,67.775,4,romance
Caruru,22,210120,0,0.755,0.588,0,-5.48,1,0.0526,0.559,0.000117,0.305,0.513,121.064,4,trip-hop
Ballenas,36,204200,1,0.757,0.697,7,-7.003,1,0.0275,0.0162,0.0,0.161,0.817,113.013,4,ska
G.T.F.O.T.W. (feat. Hashu),44,198620,1,0.628,0.913,9,-3.672,1,0.0768,0.0108,1.16e-06,0.132,0.268,145.012,4,dub
Terminated,28,194386,0,0.52,0.991,11,-4.428,0,0.107,9.76e-05,0.0181,0.34,0.252,120.04,4,metalcore
Grayscale,51,239940,0,0.421,0.991,11,-4.76,1,0.149,0.000916,0.0298,0.353,0.413,175.023,3,metalcore
Idiosyncratic,12,155960,0,0.243,0.967,5,-11.58,0,0.0825,3.33e-05,0.317,0.327,0.102,106.748,4,grindcore
Learn to Fly,77,235293,0,0.465,0.919,4,-4.025,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,4,grunge
Horizon mind,38,196918,0,0.613,0.386,0,-14.54,1,0.0374,0.203,0.891,0.273,0.51,86.039,4,study
Watermelon Sugar,40,244285,0,0.44,0.0185,0,-29.909,1,0.0722,0.994,0.943,0.115,0.154,74.337,4,piano
You're So Beautiful,42,268700,0,0.334,0.351,9,-8.012,1,0.0255,0.402,7.91e-05,0.176,0.25,87.979,4,indie-pop
Make Me Move - James Roche Remix,41,225950,0,0.502,0.858,11,-4.156,1,0.0721,0.0434,0.00338,0.215,0.374,100.051,4,dub
Dover Beach,62,218053,0,0.581,0.832,6,-5.48,1,0.0514,0.0753,0.0,0.0773,0.678,99.908,4,alternative
Shake That Ass (ReWork),9,170551,0,0.597,0.865,10,-4.972,1,0.14,0.00468,0.000107,0.416,0.413,127.023,4,chicago-house
Just Us,49,162944,0,0.748,0.581,7,-4.541,1,0.0663,0.194,0.0,0.0982,0.33,108.932,4,dubstep
"Circle of Life (from ""The Lion King"")",22,213279,0,0.384,0.0139,0,-27.915,0,0.0486,0.984,0.96,0.121,0.186,89.12,4,disney
Brilho no Olhar,39,131269,0,0.679,0.552,2,-8.464,1,0.0573,0.449,0.0,0.613,0.731,95.95,4,samba
Bad Ones (feat. Tegan and Sara),42,272506,0,0.761,0.49,11,-9.123,1,0.0353,0.00764,0.217,0.229,0.0525,104.0,4,minimal-techno
過火,51,302577,0,0.565,0.414,10,-7.888,0,0.0293,0.766,0.0,0.135,0.262,125.841,4,mandopop
Deus Escrevendo,43,371020,0,0.619,0.669,5,-5.745,1,0.0369,0.625,3.58e-06,0.157,0.335,133.948,4,brazil
バリ3共和国,21,279291,0,0.525,0.963,7,-3.63,1,0.0587,0.00141,0.00958,0.0758,0.465,183.049,4,j-idol
Cricket Bat - VIP,18,271542,0,0.658,0.996,9,0.052,1,0.0701,0.00764,0.899,0.377,0.747,87.484,4,drum-and-bass
Don’t Blame Me,88,236413,0,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,4,pop
"Beginning, End and Beginning",26,208041,0,0.522,0.83,6,-5.519,0,0.0439,0.000309,0.123,0.156,0.584,90.015,4,j-idol
The Streets of Dublin,28,205252,0,0.484,0.531,4,-8.689,1,0.163,0.697,0.0,0.133,0.467,141.149,4,show-tunes
The Universe,33,278666,0,0.626,0.868,3,-4.526,1,0.0411,0.00812,4.49e-05,0.162,0.339,134.963,4,hardcore
Svanur (feat. Rökkurró),43,296585,0,0.666,0.518,6,-10.387,1,0.035,0.0646,0.825,0.152,0.277,122.998,4,ambient
Silvia - Ao Vivo,38,317853,0,0.566,0.813,9,-13.93,1,0.054,0.0761,0.000475,0.875,0.413,114.13,4,punk-rock
Lilás - JAH-VAN,37,196440,0,0.734,0.696,9,-4.6,0,0.033,0.197,0.0,0.396,0.891,131.945,4,samba
Todo Amor Que Houver Nessa Vida - Ao Vivo,44,221466,0,0.516,0.452,2,-8.524,1,0.0541,0.495,0.0,0.88,0.172,102.929,3,brazil
I Won't Lie,49,168000,0,0.702,0.807,9,-6.039,1,0.0388,0.24,0.00171,0.347,0.355,110.024,4,groove
